,ticker,activity_domain,market_cap,net_revenue,net_income,earnings_per_share,forward_earnings_per_share,price_earnings_ratio,forward_price_earnings_ratio,projected_earnings_growth,free_cash_flow,return_on_equity,dividend_payout_ratio,year_over_year_revenue_growth,price_to_free_cash_flow,stock_price,debt_to_equity_ratio,return_on_assets,return_on_investments,revenue_per_employee,price_to_earnings_growth,price_to_book_ratio
450,WYNN,Consumer Cyclical,11855475712,"[3756825000.0, 3763664000.0, 2095861000.0, 6611099000.0]","[-423856000.0, -755786000.0, -2067245000.0, 122985000.0]","[-2.16, -3.73, -6.64, -19.37, 1.15]",4.44,-1.0,23.463964,-2.055555555555556,52133500,[-1],0.0,"[0.18204201686264332, -44.31328088798575, 215.43594732665957, -36.05949558462216]",230.52752606289621,105.61,"[-18.288919846891073, -56.197394808271696, -37.46876819972898, 6.06010802933946]","[-0.03159544095832308, -0.060314140504384946, -0.14904920831228302, 0.008866160234227826]",[-1],"[139141.66666666666, 139394.96296296295, 77624.48148148147, 244855.5185185185]",0.35,-1.0
451,XEL,Utilities,33235996672,"[15310000000.0, 13431000000.0, 11526000000.0, 11529000000.0]","[1736000000.0, 1597000000.0, 1473000000.0, 1372000000.0]","[3.23, 3.18, 2.96, 2.79, 2.64]",3.6,18.696594,16.775,1.1145510835913313,-1640875008,[-1],0.6397,"[-12.273024167210973, -14.183605092696002, 0.026028110359187923, 32.1623748113453]",-20.566970545120277,61.32,"[1.5611394302848576, 1.5844222393031002, 1.523704974271012, 1.5297983231361885]","[0.028371576126037787, 0.027605400079514616, 0.027299516281483402, 0.027196320964161115]","[0.5367965367965368, 0.4401874310915105, 0.4757751937984496, 0.5023800805565727]","[1277749.9582707395, 1120931.3970956434, 961942.9143715573, 962193.2899349023]",2.74,1.96864
452,XYL,Industrials,25296975872,"[5522000000.0, 5195000000.0, 4876000000.0, 5249000000.0]","[355000000.0, 427000000.0, 254000000.0, 401000000.0]","[2.05, 1.97, 2.37, 1.41, 2.23]",3.91,51.54634,27.025574,1.9073170731707318,205124992,[-1],0.6,"[-5.921767475552336, -6.140519730510106, 7.6497128794093525, 15.374357020384835]",126.51079786513776,108.4,"[0.5380652547223812, 0.7582349285270354, 1.0390835579514826, 0.7832262428136625]","[0.044642857142857144, 0.05159497341710972, 0.029028571428571428, 0.052010376134889756]",[-1],"[251000.0, 236136.36363636365, 221636.36363636365, 238590.9090909091]",1.63,2.5694208
453,ZBRA,Technology,12930092032,"[5781000000.0, 5627000000.0, 4448000000.0, 4485000000.0]","[463000000.0, 837000000.0, 504000000.0, 544000000.0]","[7.84, 8.86, 15.66, 9.43, 10.08]",11.95,32.0676,21.038494,1.524234693877551,410875008,[-1],0.0,"[-2.6638989794153263, -20.95255020437178, 0.8318345323741008, 22.63099790412486]",31.23682656551357,249.55,"[0.7910720819612148, 0.3726541554959786, 0.6408582089552238, 0.7487765089722676]","[0.061495550537920045, 0.13467417538214, 0.09376744186046512, 0.11547442156654639]",[-1],"[550571.4285714285, 535904.7619047619, 423619.04761904763, 427142.85714285716]",5.56,4.313386
454,ZBH,Healthcare,26374100992,"[6939900000.0, 6827300000.0, 7024500000.0, 7982200000.0]","[231400000.0, 401600000.0, -138900000.0, 1131600000.0]","[2.14, 1.1, 1.93, -0.67, 5.52]",8.03,59.028034,15.7310095,3.7523364485981303,1257887488,[-1],0.4,"[-1.6225017651551175, 2.888403907840581, 13.63371058438323, -9.855678484628298]",20.879007677990355,125.79,"[0.47386721901957357, 0.5591554969314493, 0.6661393183271308, 0.6634013298044026]","[0.010984524826735023, 0.01712112685663614, -0.005688496459535501, 0.04592774781136992]",[-1],"[385550.0, 379294.44444444444, 390250.0, 443455.55555555556]",2.32,2.131983
455,ZION,Financial Services,5617619968,"[3152000000.0, 2911000000.0, 2789000000.0, 2834000000.0]","[907000000.0, 1129000000.0, 539000000.0, 816000000.0]","[5.85, 5.8, 6.8, 3.06, 4.41]",4.29,6.482051,8.839161,0.7333333333333334,-1,[-1],0.2752,"[-7.645939086294416, -4.190999656475438, 1.6134815346002152, 9.915316302046577]",-1.0,37.41,"[0.13304721030042918, 0.13560230470320248, 0.16941415166117169, 0.23432612539099687]","[0.01012898542632196, 0.0121137339055794, 0.006615445039029898, 0.011796680737870815]","[0.03681604156518915, 0.04390945861854387, 0.030888252148997136, 0.0529973371435994]","[311986.5386518856, 288132.237949124, 276056.6168464812, 280510.7393843413]",-0.25,1.1599522
456,ZTS,Healthcare,82547064832,"[8080000000.0, 7776000000.0, 6675000000.0, 6260000000.0]","[2114000000.0, 2037000000.0, 1638000000.0, 1500000000.0]","[4.41, 4.51, 4.29, 3.44, 3.14]",6.07,40.505672,29.428335,1.3764172335600908,1200499968,[-1],0.3054,"[-3.762376237623762, -14.15895061728395, -6.217228464419476, 29.29712664536741]",69.62667287634613,180.88,"[1.8365493757094211, 1.4842615012106537, 1.9533032634651102, 2.441285081240768]","[0.14164154103852597, 0.14654676258992805, 0.12036152546109193, 0.12992637505413598]",[-1],"[585507.2463768116, 563478.2608695652, 483695.652173913, 453623.1884057971]",2.98,18.383245
457,AXON,Industrials,13362894848,"[1189935000.0, 863381000.0, 681003000.0, 530860000.0]","[147139000.0, -60018000.0, -1724000.0, 882000.0]","[1.89, 2.07, -0.91, -0.03, 0.01]",3.7,95.69312,48.88108,1.957671957671958,21525876,[-1],0.0,"[-27.44301159307021, -21.123698575715704, -22.047333124817364, 140.46866141732283]",607.8770462860606,177.1,"[0.5605952269271126, nan, nan, nan]","[0.05159343229446817, -0.03555126435692242, -0.001248349955069539, 0.0010429982533918137]","[0.3249751529474126, -0.5230235638594535, -0.01901170035619369, 0.019385041429481966]","[421813.1868131868, 306054.94505494507, 241404.82098546615, 188181.49592343142]",1.64,9.522957
458,CTLT,Healthcare,8245641728,"[4828000000.0, 3998000000.0, 3094300000.0]","[519000000.0, 585000000.0, 220700000.0]","[0.23, 2.74, 3.15, 1.16]",1.17,198.86957,39.09402,5.08695652173913,-508000000,[-1],0.0,"[-17.191383595691796, -22.603801900950476, 45.267106098309796]",-16.3486831496063,46.07,"[0.8763295099061522, 0.8278416347381865, 1.041120463640127]","[0.04939564100123727, 0.06420105355575066, 0.02838037677618466]","[15.727272727272727, 15.394736842105264, nan]","[254105.26315789475, 210421.05263157896, 162857.8947368421]",10.75,1.7506124
459,CMG,Consumer Cyclical,52161552384,"[8634652000.0, 7547061000.0, 5984634000.0, 5586369000.0]","[899101000.0, 652984000.0, 355766000.0, 350158000.0]","[37.03, 32.28, 23.21, 12.74, 12.62]",52.55,51.05617,35.977356,1.4191196327302187,996574144,[-1],0.0,"[-12.595655273657815, -20.702456227662662, -6.654792924680105, 66.19302076178641]",53.235354875913785,1922.92,"[1.575749053113082, 1.5323208149826715, 1.5627925856440288, 1.6942774502592355]","[0.12978714988832918, 0.09814942466193233, 0.059463844933958405, 0.06859650621282277]","[2.3169421860303308, 2.3804513854712352, 3.476721913845673, nan]","[82267.68802759198, 71905.53364202824, 57019.32201452009, 53224.80420739725]",1.78,18.85632
460,DHI,Consumer Cyclical,42518016000,"[33480000000.0, 27774200000.0, 20311100000.0, 17592900000.0]","[5857500000.0, 4175800000.0, 2373700000.0, 1618500000.0]","[14.05, 16.65, 11.56, 6.49, 4.34]",13.67,8.94733,9.19605,0.9729537366548042,1762550016,[-1],0.0694,"[-17.04241338112306, -26.870620935976554, -13.382830078134617, 96.6463689329218]",23.583789002218023,122.9,"[0.31278645927316034, 0.36357773821919187, 0.3617652027027027, 0.3392310071949625]","[0.19299135780910742, 0.17387647350297095, 0.1255109108886809, 0.10370612433201339]","[nan, nan, nan, 1.509794776119403]","[2529274.0046838406, 2098224.673264335, 1534418.674926343, 1329070.0309737856]",-1.66,1.9632984
461,DAL,Industrials,28690008064,"[50582000000.0, 29899000000.0, 17095000000.0, 47007000000.0]","[1318000000.0, 280000000.0, -12385000000.0, 4767000000.0]","[4.66, 2.07, 0.44, -19.49, 7.32]",7.63,9.56867,5.8440366,1.6373390557939913,459624992,[-1],0.0,"[-40.890039935154796, -42.8241747215626, 174.97513892951156, 18.590845720850087]",61.860519353481976,44.19,"[4.741325898389095, 9.525316455696203, 26.273466371027347, 1.1175518134715026]","[0.018235904531304047, 0.003863614411281754, -0.17189213196208242, 0.0738737621844442]","[0.6193609022556391, 0.16355140186915887, -7.438438438438438, nan]","[532442.1052631579, 314726.3157894737, 179947.36842105264, 494810.5263157895]",0.18,3.5249014
462,DVN,Energy,32598358016,"[19169000000.0, 12206000000.0, 4828000000.0, 6220000000.0]","[6015000000.0, 2813000000.0, -2680000000.0, -355000000.0]","[9.17, 9.15, 4.2, -7.12, -0.89]",6.26,5.5398035,8.115016,0.6826608505997819,-571875008,[-1],0.6161,"[-36.32427356669623, -60.44568245125348, 28.83181441590721, 157.60450263665595]",-57.036256029988984,50.83,"[0.5997134413898093, 0.7270567911898078, 1.5750433275563258, 0.7821440882454326]","[0.25357278360945995, 0.13379310344827586, -0.27037933817594834, -0.025880294525041918]","[13.670454545454545, 6.997512437810945, nan, nan]","[10649444.444444444, 6781111.111111111, 2682222.222222222, 3455555.5555555555]",-3.06,2.9546907
463,EQT,Energy,15116677120,"[12140621000.0, 6839705000.0, 2658629000.0, 3799850000.0]","[1770965000.0, -1155759000.0, -967166000.0, -1221695000.0]","[9.0, 4.79, -3.54, -3.68, -4.79]",4.45,4.6444445,9.393259,0.49444444444444446,845391488,[-1],0.066700004,"[-43.66264295706126, -61.12947853745154, 42.925169325994716, 132.84014011079384]",17.851330345829076,41.73,"[0.5114725708916396, 0.5496743764686012, 0.5348829419874579, 0.5428640004047498]","[0.07811957568807239, -0.053489065869507225, -0.05339485219534701, -0.06495189834223385]","[nan, nan, -4.755462680696233, -1.8072170636781464]","[16318038.978494624, 9193151.88172043, 3573426.075268817, 5107325.268817204]",0.75,1.2591499
464,FFIV,Technology,9644041216,"[2695845000.0, 2603416000.0, 2350822000.0, 2242447000.0]","[322160000.0, 331241000.0, 307441000.0, 427734000.0]","[5.34, 5.34, 5.46, 5.05, 7.12]",12.6,29.86704,12.657936,2.359550561797753,635410496,[-1],0.0,"[-3.42857248840345, -9.702406376852565, -4.6100895771776855, 25.14132855759802]",15.350852939010942,161.31,"[0.2519860444280994, 0.2821745325527823, 0.3256943162738524, nan]","[0.061059164996586555, 0.06628425863669836, 0.06572173102575504, 0.12616498661612996]","[33.75523889354568, 2.4946979168235703, 2.9866328602376164, 1.1934475812076941]","[384132.9438586492, 370962.6674266173, 334970.3619264748, 319527.928184668]",1.5,3.558615
465,FSLR,Technology,20764837888,"[2619319000.0, 2923377000.0, 2711332000.0, 3063117000.0]","[-44166000.0, 468693000.0, 398355000.0, -114933000.0]","[0.39, -0.41, 4.41, 3.76, -1.09]",13.24,498.41028,14.68127,33.94871794871795,-879189504,[-1],0.0,"[11.608284443399219, -7.253426431144529, 12.974619117098166, -2.3777737513780894]",-23.84415890388064,196.24,"[0.03158794768041082, 0.040254878261801935, 0.05057682331665981, 0.09254827619155437]","[-0.005352657810449548, 0.06321945747804146, 0.05603585124120631, -0.015292410316605703]","[nan, nan, nan, -40.87233285917497]","[476239.8181818182, 531523.0909090909, 492969.45454545453, 556930.3636363636]",4.54,3.4382243
466,FIS,Technology,34841219072,"[14528000000.0, 13877000000.0, 12552000000.0, 10333000000.0]","[-16720000000.0, 417000000.0, 158000000.0, 298000000.0]","[-27.64, -27.68, 0.68, 0.26, 0.67]",6.45,-1.0,9.11783,-0.2333574529667149,3385999872,[-1],-1.0,"[-4.481002202643172, -9.548173236290264, -17.678457616316127, 41.04326069873221]",10.023753857956438,57.29,"[0.7398412815048865, 0.42986884068684394, 0.4059837728194726, 0.4084142394822006]","[-0.2642308543253579, 0.005028276519033896, 0.001884497030128098, 0.0035558313247261533]","[-42.54452926208651, 1.164804469273743, nan, nan]","[210550.72463768115, 201115.9420289855, 181913.04347826086, 149753.6231884058]",4.64,1.7179329
467,FTNT,Technology,44575580160,"[4417400000.0, 3342200000.0, 2594400000.0, 2156200000.0]","[857300000.0, 606800000.0, 488500000.0, 326500000.0]","[1.18, 1.08, 0.74, 0.6, 0.382]",1.74,48.110172,32.62644,1.4745762711864407,1579200000,[-1],0.0,"[-24.34010956671345, -22.37448387289809, -16.89022510021585, 131.31434338187552]",37.6687255473151,75.76,"[-3.5170454545454546, 1.2644236919534348, nan, nan]","[0.13765253692999357, 0.10251558513963271, 0.12078130794906664, 0.0840303693218376]","[18.841758241758242, 1.3765880217785844, 4.129332206255283, 2.2626472626472625]","[350726.47876141325, 265359.2695514093, 205986.50258038903, 171194.91861849942]",2.69,138.80196
468,GEHC,Healthcare,34522206208,"[18341000000.0, 17585000000.0, 17164000000.0, 16633000000.0]","[1916000000.0, 2247000000.0, 13846000000.0, 1524000000.0]","[3.49, 4.22, 4.941611, 30.450177, 3.351587]",4.31,21.747852,17.610209,1.2349570200573063,2244624896,[-1],0.0083,"[-4.121912654708031, -2.3940858686380437, -3.0936844558378, 14.459202212469188]",15.404260212001141,76.02,"[0.8815859784118841, 0.02623836685679976, 0.03177836626604196]","[nan, 0.5714875350833746, 0.08541128173939486, 0.06957405860779259]","[nan, 40.25, 6.589442815249267, 5.950310559006211]","[366820.0, 351700.0, 343280.0, 332660.0]",-1.0,4.860711
469,HSY,Consumer Defensive,46649982976,"[10419294000.0, 8971337000.0, 8149719000.0, 7986252000.0]","[1644817000.0, 1477512000.0, 1278708000.0, 1149692000.0]","[8.25, 8.22, 7.34, 6.3, 5.64]",10.32,27.664242,22.11531,1.250909090909091,1146232576,[-1],0.47689998,"[-13.896882072816066, -9.158255898758457, -2.005799218353418, 35.963470824612095]",29.686167025984087,231.03,"[1.4521233843221972, 1.8238942068286674, 2.056687056472568, 2.4449854841907768]","[0.15022778710399842, 0.14190157709716583, 0.14002734387191199, 0.14123294999812663]","[12.364349126882109, 15.87203643824727, nan, nan]","[576447.8008298755, 496339.52973720606, 450883.4854771784, 441839.6680497925]",2.72,12.628928
470,HPQ,Technology,31974551552,"[62983000000.0, 63487000000.0, 56639000000.0, 58756000000.0]","[3203000000.0, 6503000000.0, 2844000000.0, 3152000000.0]","[2.67, 3.09, 5.38, 2.01, 2.08]",3.56,12.146068,9.10955,1.3333333333333335,2408124928,[-1],0.3839,"[0.8002159312830446, -10.78646022020256, 3.7377072335316655, -4.339982081829941]",13.38832540568261,32.7,"[-3.774503084304318, -4.540606060606061, -2.790394973070018, -4.305951383067896]","[0.08300723041438826, 0.16842786842786842, 0.08200455580865604, 0.09418232886126632]","[nan, nan, 49.03448275862069, 56.285714285714285]","[1085913.7931034483, 1094603.448275862, 976534.4827586206, 1013034.4827586206]",6.02,-1.0
471,ITW,Industrials,74954637312,"[15932000000.0, 14455000000.0, 12574000000.0, 14109000000.0]","[3034000000.0, 2694000000.0, 2109000000.0, 2521000000.0]","[9.99, 9.8, 8.55, 6.66, 7.78]",10.39,24.688688,23.738209,1.04004004004004,2359749888,[-1],0.5188,"[-9.270650263620386, -13.012798339674852, 12.207730236996978, 13.934366772981784]",32.22614823653718,250.23,"[2.513924870466321, 2.1205517241379312, 2.5532851304621187, 2.563780568407138]","[0.19673194138244066, 0.16756857622690802, 0.13508839354342814, 0.16730820281391026]","[nan, nan, nan, 49.431372549019606]","[346347.82608695654, 314239.1304347826, 273347.82608695654, 306717.39130434784]",6.21,24.11184
472,IFF,Basic Materials,20534827008,"[12440000000.0, 11656000000.0, 5084239000.0, 5140084000.0]","[-1843000000.0, 270000000.0, 363228000.0, 455873000.0]","[-8.32, -7.32, 1.11, 3.25, 4.05]",5.51,-1.0,14.609799,-0.6622596153846153,723750016,[-1],-1.0,"[-6.302250803858521, -56.38092827728208, 1.0983944696541605, 138.14786777803633]",28.25298065524326,80.16,"[0.6185857674523514, 0.5398238469552041, 0.6980062580706892, 0.7112521761844041]","[-0.05207685786945465, 0.006804778466656586, 0.02679527999757445, 0.03430863996003435]","[-184.3, 3.13953488372093, nan, nan]","[505691.0569105691, 473821.1382113821, 206676.38211382114, 208946.50406504064]",6.62,1.1562603
473,ISRG,Healthcare,108677619712,"[6222200000.0, 5710100000.0, 4358400000.0, 4478500000.0]","[1322300000.0, 1704600000.0, 1060600000.0, 1379300000.0]","[3.99, 3.72, 4.79, 3.02, 3.983333]",6.51,77.5213,47.513054,1.631578947368421,1286537472,[-1],0.0,"[-8.230207965028447, -23.672089805782736, 2.7555983847283407, 48.81099082282014]",85.01096102565755,311.28,"[nan, 0.007279420993180772, nan, nan]","[0.10191922306150764, 0.12575433419402435, 0.09496011245512091, 0.14171084535404593]","[0.5040021344717183, 0.3860491450571849, 0.6034021732946464, 0.5257480465027635]","[513382.8382838284, 471130.3630363036, 359603.9603960396, 369513.201320132]",3.54,9.147124
474,J,Industrials,16139125760,"[14922825000.0, 14092632000.0, 13566975000.0, 12737868000.0]","[644039000.0, 477030000.0, 491845000.0, 847979000.0]","[6.05, 5.01, 3.22, 3.74, 6.14]",8.39,21.029753,15.164481,1.3867768595041323,32866000,[-1],0.1573,"[-5.563242884641481, -3.73001295996376, -6.111214917105692, 22.35282827550105]",491.90751840808133,127.45,"[0.687335067530729, 0.6437937044542286, 0.443016263528868, 0.24518316038434973]","[0.04393046337897982, 0.03260047473420495, 0.03981147373723254, 0.0739771769522934]","[nan, nan, nan, 2.244120285708993]","[248713.75, 234877.2, 226116.25, 212297.8]",1.71,2.5288703
475,KLAC,Technology,68115189760,"[10496056000.0, 9211883000.0, 6918734000.0, 5806424000.0]","[3387277000.0, 3321807000.0, 2078292000.0, 1216785000.0]","[24.54, nan, 22.07, 13.49, 7.76]",26.4,20.23105,18.805681,1.075794621026895,-1,[-1],0.21530001,"[-12.234814677055839, -24.89337956202874, -16.076785145953, 80.76627404405879]",-1.0,502.33,"[2.0175460047476617, 4.75306900269811, 1.0193077594022182, 1.3017328575116005]","[0.24070431129625264, 0.2636964193629512, 0.2023431904823659, 0.13111963844671745]",[-1],[-1],3.69,23.273485
476,LRCX,Technology,92756402176,"[17428516000.0, 17227039000.0, 14626150000.0, 10044736000.0]","[4510931000.0, 4605286000.0, 3908458000.0, 2251753000.0]","[35.96, nan, 32.92, 27.22, 15.55]",35.73,19.200779,19.324379,0.9936040044493881,3884028928,[-1],0.2078,"[-1.1560192502907305, -15.097713542066051, -31.323444652215382, 73.50895896119121]",23.98179419532892,693.36,"[0.6104063349708142, 0.7973141419280112, 0.8298533246349707, 1.1210065266850184]","[0.24017765644890599, 0.26781719915848395, 0.24593635902802843, 0.15466348861982518]",[-1],[-1],3.02,11.210041
477,MTCH,Communication Services,12204945408,"[3188843000.0, 2983277000.0, 2391269000.0, 4757055000.0]","[361946000.0, 277723000.0, 162329000.0, 431131000.0]","[1.03, 1.28, 1.01, 0.73, 2.372128]",2.51,42.553402,17.462152,2.436893203883495,694571008,[-1],0.0,"[-6.446413322951303, -19.844218287473808, 98.93433152020957, -32.47134960600624]",18.506040768577545,46.16,"[-10.65849531087183, -19.283345356752008, -2.7155570104148916, 1.0707913342773088]","[0.08653273290101952, 0.05485032650720244, 0.05328457281810262, 0.05173887607144036]","[nan, nan, nan, 1.221154390854605]","[1181052.962962963, 1104917.4074074074, 885655.1851851852, 1761872.2222222222]",0.62,-1.0
478,MDT,Healthcare,111807660032,"[31227000000.0, 31686000000.0, 30117000000.0, 28913000000.0]","[3758000000.0, 5039000000.0, 3606000000.0, 4789000000.0]","[2.82, nan, 3.75, 2.68, 3.57]",5.45,29.80142,15.420184,1.9326241134751774,3880875008,[-1],0.96449995,"[1.4698818330291095, -4.951713690588903, -3.997742138991267, 8.003323183343133]",28.964174140225232,84.49,"[0.4732435949730979, 0.4588685277159331, 0.5131251458349537, 0.48873603090446816]","[0.04132031490522057, 0.05538519031446126, 0.038739619479389364, 0.05280684537264718]",[-1],"[328705.2631578947, 333536.84210526315, 317021.05263157893, 304347.36842105264]",9.45,2.172418
479,META,Communication Services,796317122560,"[116609000000.0, 117929000000.0, 85965000000.0, 70697000000.0]","[23200000000.0, 39370000000.0, 29146000000.0, 18485000000.0]","[7.71, 8.63, 13.99, 10.22, 6.48]",16.78,40.302208,18.517878,2.176394293125811,20247750656,[-1],0.0,"[1.1319880969736469, -27.104444199475957, -17.760716570697376, 70.48106229118632]",34.2172953076018,313.19,"[0.21152148146969685, 0.111091536607436, 0.08304622340010913, 0.10216319987333505]","[0.12491452508251358, 0.23718724960388465, 0.18294458811418815, 0.13859315019193857]","[3.7413320432188355, 5.811070110701107, 4.675328841835098, nan]","[1631602.5129776546, 1650072.0592144846, 1202829.1986735507, 989198.113867551]",0.76,6.02295
