,ticker,activity_domain,market_cap,net_revenue,net_income,earnings_per_share,forward_earnings_per_share,price_earnings_ratio,forward_price_earnings_ratio,projected_earnings_growth,free_cash_flow,return_on_equity,dividend_payout_ratio,year_over_year_revenue_growth,price_to_free_cash_flow,stock_price,debt_to_equity_ratio,return_on_assets,return_on_investments,revenue_per_employee,price_to_earnings_growth,price_to_book_ratio
276,MTB,Financial Services,23203592192,"[8042559000.0, 5991772000.0, 5954761000.0, 6191943000.0]","[1991663000.0, 1858746000.0, 1353152000.0, 1929149000.0]","[17.13, 11.59, 13.81, 9.94, 13.76]",15.13,8.165207,9.244547,0.8832457676590777,-1,[-1],0.2917,"[-25.499185023075366, -0.6176970685800461, 3.9830649794341033, 49.926738279083]",-1.0,139.82,"[0.29700177620735296, 0.1973040882446663, 0.27439286753681885, 0.4484765804720841]","[0.009922107196806876, 0.01198362474046975, 0.009489070929709836, 0.016093306338153212]","[0.0786326019342945, 0.24380542691389476, 0.16676184868203925, 0.19354624786052102]","[362114.31787483115, 269778.11796488066, 268111.7064385412, 278790.7699234579]",-1.0,0.9753359
277,MRO,Energy,16168871936,"[7540000000.0, 5601000000.0, 3097000000.0, 5063000000.0]","[3612000000.0, 946000000.0, -1451000000.0, 480000000.0]","[4.14, 5.706161, 1.2, -1.83, 0.59]",3.37,6.323672,7.7685466,0.8140096618357489,1595874944,[-1],0.0845,"[-25.716180371352788, -44.70630244599179, 63.4807878592186, 32.23385471064586]",9.97686589096545,25.78,"[0.5196981661840835, 0.3756316676024705, 0.511693968374207, 0.45264543734057433]","[0.18114343029087263, 0.05566670589619866, -0.08080864335041212, 0.0237095579155347]","[6.259965337954939, 2.102222222222222, -3.2460850111856825, 0.7239819004524887]","[4802547.770700637, 3567515.923566879, 1972611.4649681528, 3224840.7643312104]",-1.24,1.4110165
278,MPC,Energy,59318497280,"[177453000000.0, 119983000000.0, 69779000000.0, 124016000000.0]","[14516000000.0, 9738000000.0, -9919000000.0, 2637000000.0]","[32.58, 28.31, 15.34, -15.13, 4.0]",13.2,4.2341924,10.450757,0.40515653775322286,9420000256,[-1],0.1038,"[-32.386040247276746, -41.842594367535405, 77.72682325628054, 27.011841981679787]",6.218110234412291,136.22,"[1.0069998195922785, 1.0266351217278487, 1.4908329204018198, 0.9294533151302903]","[0.16146111407723795, 0.11406416548557506, -0.11647760633175978, 0.026756361865335445]","[2.2449737086297556, 1.800332778702163, -1.8293987458502399, 0.38228472020875615]","[9969269.662921349, 6740617.97752809, 3920168.5393258426, 6967191.011235955]",-0.4,2.1727488
279,MKTX,Financial Services,9148013568,"[718300000.0, 698951000.0, 689125000.0, 511352000.0]","[250224000.0, 257888000.0, 299377000.0, 204902000.0]","[6.72, 6.68, 6.88, 8.01, 5.53]",8.24,36.138393,29.47209,1.2261904761904763,379254752,[-1],0.4232,"[-2.6937212863705975, -1.4058210089119265, -25.796916379466715, 43.35115380403323]",24.70108294384667,248.69,"[0.07647445686911301, 0.08491715715508077, 0.09801677589180167, 0.12724600079730836]","[0.15563371740448756, 0.16850446796109908, 0.2248538975792175, 0.21457279591174222]","[2.9862516708038953, 7.1480680747269805, 10.649816797694852, 0.8890344806640142]","[965456.9892473118, 939450.2688172043, 926243.2795698924, 687301.0752688173]",2.73,7.853378
280,MAR,Consumer Cyclical,61574791168,"[20773000000.0, 13857000000.0, 10571000000.0, 20972000000.0]","[2358000000.0, 1099000000.0, -267000000.0, 1273000000.0]","[8.52, 7.27, 3.36, -0.82, 3.83]",9.45,23.823942,21.479364,1.1091549295774648,2193250048,[-1],0.16409999,"[-33.29321715688634, -23.713646532438478, 98.39182669567685, -71.52870585542628]",27.780073567972856,200.85,"[19.538732394366196, 7.946251768033946, 26.044186046511626, 16.816500711237552]","[0.09502317146886964, 0.04300864869095605, -0.010809278976559653, 0.05081633467725839]","[7.038805970149253, 2.839793281653747, -0.6327014218009479, 2.2062391681109186]","[55100.79575596817, 36755.968169761276, 28039.787798408488, 55628.647214854114]",1.37,-1.0
281,MMC,Financial Services,93648732160,"[20720000000.0, 19820000000.0, 17224000000.0, 16652000000.0]","[3050000000.0, 3143000000.0, 2016000000.0, 1742000000.0]","[6.59, 6.11, 6.2, 3.98, 3.44]",8.56,28.769346,22.148363,1.2989377845220031,2831124992,[-1],0.35869998,"[-4.343629343629344, -13.097880928355195, -3.320947515095216, 29.666109248138362]",33.33126208486382,191.04,"[1.2533258907805378, 1.1728747103903048, 1.466414686825054, 1.7907591590079315]","[0.09116996472768578, 0.09139816214958707, 0.06103542234332425, 0.05562474055624741]",[-1],"[243764.70588235295, 233176.4705882353, 202635.29411764705, 195905.88235294117]",2.35,7.831062
282,MLM,Basic Materials,28248477696,"[6160700000.0, 5414000000.0, 4729900000.0, 4739098000.0]","[866800000.0, 702500000.0, 721000000.0, 611915000.0]","[15.22, 13.91, 11.26, 11.56, 9.77]",20.14,29.950722,22.634062,1.3232588699080157,-69312496,[-1],0.1712,"[-12.120375931306507, -12.635759142962687, 0.19446499926002664, 27.300598046294887]",-405.4335516066252,453.48,"[0.7026544724514834, 0.7802251590797846, 0.44555681876028713, 0.5181256759861692]","[0.05781133283534308, 0.04880844855137914, 0.06814229547860275, 0.060396399519248946]",[-1],"[655393.6170212766, 575957.4468085107, 503180.8510638298, 504159.3617021277]",1.2,3.7961245
283,MAS,Industrials,13365784576,"[8680000000.0, 8375000000.0, 7188000000.0, 6707000000.0]","[844000000.0, 410000000.0, 1224000000.0, 935000000.0]","[3.56, 3.65, 1.63, 4.6, 3.24]",3.96,16.679775,14.994949,1.1123595505617978,652750016,[-1],0.3183,"[-3.513824884792627, -14.17313432835821, -6.6917084028937115, 22.75234733860146]",20.455425014405517,59.32,"[-13.0, 55.910714285714285, 6.992874109263658, -49.517857142857146]","[0.16271447850395218, 0.07354260089686099, 0.21187467543707808, 0.18599562363238512]","[38.36363636363637, 16.4, 7.796178343949045, 85.0]","[456842.1052631579, 440789.4736842105, 378315.7894736842, 353000.0]",3.78,-1.0
284,MA,Financial Services,370854625280,"[22237000000.0, 18884000000.0, 15301000000.0, 16883000000.0]","[9930000000.0, 8687000000.0, 6411000000.0, 8118000000.0]","[10.02, 10.26, 8.79, 6.4, 7.98]",13.25,39.056885,29.535849,1.3223552894211577,10490500096,[-1],0.19870001,"[-15.07847281557764, -18.973734378309683, 10.33919351676361, 39.72635574246283]",35.22235602138447,393.01,"[2.2265798666243253, 1.901121444201313, 1.9827882960413081, 1.446970982521636]","[0.25643012085528355, 0.23061403275903264, 0.19089447355883754, 0.27767136407169246]","[5.7398843930635834, 4.736641221374046, 5.470136518771331, 8.88183807439825]","[743712.3745819398, 631571.906354515, 511739.1304347826, 564648.8294314381]",2.22,67.06941
285,MKC,Consumer Defensive,23392970752,"[6350500000.0, 6317900000.0, 5601300000.0, 5347400000.0]","[682000000.0, 755300000.0, 747400000.0, 702700000.0]","[2.59, 2.54, 2.83, 2.8, 2.65]",2.93,33.722008,29.808872,1.1312741312741315,555537472,[-1],0.5869,"[-0.5133454058735533, -11.342376422545467, -4.53287629657401, 21.853606313348543]",39.85237381070849,88.17,"[1.1378485204572162, 1.221673090002267, 1.249178574157561, 1.255502003367981]","[0.051962300665147926, 0.05852407444714779, 0.061821219715956555, 0.06781443915808572]","[2.409893992932862, 2.506803849983405, 0.9938829787234043, 2.263853092783505]","[447218.3098591549, 444922.5352112676, 394457.74647887325, 376577.4647887324]",4.09,4.746997
286,MCD,Consumer Cyclical,209551572992,"[23182600000.0, 23222900000.0, 19207800000.0, 21076500000.0]","[6177400000.0, 7545200000.0, 4730500000.0, 6025400000.0]","[9.31, 8.39, 10.11, 6.35, 7.95]",11.37,30.829214,25.243624,1.221267454350161,5987112448,[-1],0.5475,"[0.17383727450760483, -17.289399687377546, 9.728860150563834, 14.790883419922663]",35.48821946835096,291.02,"[-8.0017823233501, -10.57239730493371, -6.2004754054364914, -5.709401605300659]","[0.1224809459984614, 0.14075185052531042, 0.08988766179969142, 0.1268216910681361]","[5.803100046970409, 6.2813852813852815, 3.6467005858772743, 4.743288986853499]","[231826.0, 232229.0, 192078.0, 210765.0]",3.28,-1.0
287,MCK,Healthcare,57155313664,"[276711000000.0, 263966000000.0, 238228000000.0, 231051000000.0]","[3560000000.0, 1114000000.0, -4539000000.0, 900000000.0]","[25.03, 25.23, 7.32, -28.26, 4.98]",30.4,16.850578,13.874013,1.2145425489412705,5088875008,[-1],0.0834,"[-4.605888454018814, -9.750498170218892, -3.0126601407055427, 22.93389926206768]",11.586925005299717,435.12,"[-3.9283791060850834, -3.319542253521127, -447.85714285714283, 1.846229379418696]","[0.05712451861360719, 0.01759929223672154, -0.0698146581558102, 0.014694597286397701]",[-1],"[6149133.333333333, 5865911.111111111, 5293955.555555556, 5134466.666666667]",1.72,-1.0
288,MRK,Healthcare,266431201280,"[59283000000.0, 48704000000.0, 47994000000.0, 46840000000.0]","[14519000000.0, 13049000000.0, 7067000000.0, 9843000000.0]","[5.12, 5.73, 5.16, 2.793031, 3.876699]",7.72,20.507812,13.601037,1.5078125,-1,[-1],2.3607001,"[-17.844913381576504, -1.4577858081471746, -2.4044672250698005, 24.489752485055508]",-1.0,105.73,"[0.6673262159987824, 0.8669076052796983, 1.2557175020737055, 1.016945227158683]","[0.13300659582264565, 0.12346017749351902, 0.07716076341878848, 0.11662736827138405]","[14.304433497536946, 35.26756756756757, 9.002547770700637, 6.700476514635807]","[884820.895522388, 726925.3731343284, 716328.3582089553, 699104.4776119404]",4.49,5.688898
289,MET,Financial Services,48652607488,"[69898000000.0, 71080000000.0, 67842000000.0, 69620000000.0]","[2539000000.0, 6554000000.0, 5407000000.0, 5899000000.0]","[1.04, 2.93, 7.36, 5.72, 6.25015]",9.24,61.08654,6.875541,8.884615384615385,-1,[-1],1.9231,"[1.6910355088843743, -4.555430500844119, 2.620795377494767, 2.0252765986785404]",-1.0,64.42,"[0.6649408284023669, 0.25829109984884857, 0.2434212291102229, 0.2547623367198839]","[0.0038088180363060314, 0.00862699879427359, 0.006800009054940854, 0.007966637090577112]","[0.008257420783723221, 0.01745471202654693, 0.014132954851390947, 0.016671848062628947]","[1553288.888888889, 1579555.5555555555, 1507600.0, 1547111.111111111]",0.89,1.5896807
290,MTD,Healthcare,27998464000,"[3919709000.0, 3717930000.0, 3085177000.0, 3008652000.0]","[872502000.0, 768985000.0, 602739000.0, 561109000.0]","[40.05, 38.79, 33.25, 25.24, 22.84]",45.13,31.747566,28.17394,1.1268414481897628,661925760,[-1],0.0,"[-5.147805615161738, -17.018959474761495, -2.4804087415405984, 31.4338088951464]",42.21932082232303,1269.11,"[81.2541443149276, 9.811761686141137, 4.7209374723622535, 3.0686296877228005]","[0.24982912872112117, 0.2311486901218529, 0.21415118372428407, 0.20116329386255652]",[-1],"[239006.6463414634, 226703.0487804878, 188120.5487804878, 183454.39024390245]",2.49,-1.0
291,MGM,Consumer Cyclical,16367318016,"[13127485000.0, 9680140000.0, 5162082000.0, 12899672000.0]","[1473093000.0, 1254370000.0, -1032724000.0, 2049146000.0]","[4.79, 3.52, 2.44, -2.02, 3.9]",2.85,9.392485,15.785966,0.5949895615866388,1342070912,[-1],0.0016,"[-26.26051372368736, -46.67347786292347, 149.89281456590578, 14.558745369649708]",12.404294331416073,45.76,"[7.009911148210018, 4.047883050318377, 3.1925712166815328, 1.9675309440015323]","[0.032239480842750294, 0.030669856042854323, -0.028297735789849628, 0.06092644109830445]","[8.513069308075059, 1.2971178147012958, -0.7136788609599024, 2.4917688717675586]","[230306.75438596492, 169827.01754385966, 90562.84210526316, 226310.0350877193]",-0.06,3.594025
292,MCHP,Technology,45430116352,"[8438700000.0, 6820900000.0, 5438400000.0, 5274200000.0]","[2237700000.0, 1285500000.0, 349400000.0, 570600000.0]","[4.02, 4.07, 2.33, 0.67, 1.19]",6.48,20.761194,12.879629,1.611940298507463,2236150016,[-1],0.3142,"[-19.171199355350943, -20.268586256945564, -3.0192703736393054, 66.16169701566115]",21.791373907679723,89.52,"[0.9886852124785065, 1.3040985275157766, 1.6683404845327987, 1.6976456897323426]","[0.136692669040885, 0.07935430105867465, 0.021203000218462508, 0.03274398746707525]",[-1],"[373393.80530973454, 301809.73451327434, 240637.16814159293, 233371.6814159292]",1.64,6.650199
293,MU,Technology,76572426240,"[30758000000.0, 27705000000.0, 21435000000.0, 23406000000.0]","[8687000000.0, 5861000000.0, 2687000000.0, 6313000000.0]","[-2.66, 7.81, 5.23, 2.42, 5.67]",-1.07,-1.0,-65.33645,0.40225563909774437,-4322375168,[-1],-1.0,"[-9.925872943624423, -22.631293990254466, 9.195241427571728, -22.357516534221993]",-17.530373658263624,69.18,"[0.15060011621616207, 0.16570687182755559, 0.18401887373063905, 0.16306680415818958]","[0.1310592459605027, 0.09959387585175619, 0.05005775177912739, 0.12913453474338782]","[5.274438372799029, 3.3206798866855523, 2.5639312977099236, 5.423539518900344]","[640791.6666666666, 577187.5, 446562.5, 487625.0]",0.98,1.6859597
294,MSFT,Technology,2437204934656,"[211915000000.0, 198270000000.0, 168088000000.0, 143015000000.0]","[72361000000.0, 72738000000.0, 61271000000.0, 44281000000.0]","[9.23, 9.72, 9.7, 8.12, 5.82]",12.6,35.512463,26.014284,1.3651137594799565,47268999168,[-1],0.2748,"[-6.4389023901092415, -15.222676148686135, -14.91659130931417, 48.17676310876482]",51.38414475039304,326.66,"[0.2907774593522546, 0.36789518559882795, 0.4773290700622588, 0.6001318636732486]","[0.175643726819038, 0.19936958666812848, 0.18356757015869782, 0.14696111326835065]","[7.324729223605628, 10.555507183282542, 10.239137700534759, 14.934569983136594]","[958891.4027149321, 897149.3212669683, 760579.185520362, 647126.6968325792]",2.07,11.812743
295,MAA,Real Estate,17399789568,"[2019866000.0, 1778082000.0, 1677984000.0, 1641017000.0]","[637436000.0, 533791000.0, 254962000.0, 353811000.0]","[5.12, 5.49, 4.62, 2.2, 3.07]",4.65,28.36133,31.227959,0.908203125,1114273792,[-1],1.0352,"[-11.97029901983597, -5.629549143402835, -2.2030603390735553, 28.757165586950045]",15.26781651165318,145.83,"[0.7326715634210457, 0.7533640170518477, 0.7750448018780268, 0.7323394100247653]","[0.05670551050536132, 0.047300167600309855, 0.022775056720576562, 0.03150461468596539]","[15.07297233388508, 12.463889602353655, 5.884870167339873, 8.101181480972661]","[846194.3862589024, 744902.387934646, 702967.7419354839, 687480.9384164223]",4.6,2.7495127
296,MRNA,Healthcare,41243000832,"[19263000000.0, 17736000000.0, 274490000.0, 48036000.0]","[8362000000.0, 12202000000.0, -747064000.0, -514021000.0]","[11.63, 21.26, 30.31, -1.96, -1.55]",-4.87,9.302666,-22.215607,-0.41874462596732587,-1,[-1],0.0,[-1],-1.0,109.95,"[0.05250222245463578, 0.06475786496995405, 0.08093114050070763, 0.11266843149104962]","[0.3233815453631371, 0.4946288864566865, -0.10182492247929942, -0.323401211257929]","[1.0052897331089203, 1.7831360514394272, -1.1693924063313965, -3.2128922974991716]","[4939230.769230769, 4547692.307692308, 70382.05128205128, 12316.923076923076]",0.64,2.1781762
297,MHK,Consumer Cyclical,6704825344,"[11737065000.0, 11200613000.0, 9552197000.0, 9970672000.0]","[25247000.0, 1033159000.0, 515595000.0, 744211000.0]","[-2.18, 0.4, 15.01, 7.24, 10.34]",11.46,-1.0,9.187609,-5.256880733944954,531856128,[-1],0.0,"[-4.570580464536918, -14.717194496408368, 4.3809293296610194, 13.581757698979569]",12.466378787309939,104.12,"[0.4016675659030516, 0.3235096252872494, 0.35907426135893983, 0.3568577563038612]","[0.0017879764585106179, 0.07263227285678663, 0.03598575938400939, 0.05559339582331093]",[-1],"[286969.80440097797, 273853.61858190707, 233550.0488997555, 243781.71149144255]",-2.71,0.8170566
298,TAP,Consumer Defensive,14115710976,"[10701000000.0, 10279700000.0, 9654000000.0, 10579400000.0]","[-175300000.0, 1005700000.0, -949000000.0, 241700000.0]","[-1.2, -0.81, 4.63, -4.38, 1.12]",5.02,-1.0,13.00996,-4.183333333333334,828362496,[-1],8.3158,"[-3.937015232221288, -6.086753504479702, 9.585663973482495, 5.6543849367639]",15.75277266053339,65.12,"[0.5171359449001947, 0.5338038771418563, 0.6692600080873433, 0.6734801854032222]","[-0.006776633949660395, 0.036413338643687315, -0.03472234926512288, 0.00837497141352331]",[-1],"[644638.5542168674, 619259.0361445784, 581566.265060241, 637313.2530120482]",1.73,1.0835878
299,MDLZ,Consumer Defensive,100667949056,"[31496000000.0, 28720000000.0, 26581000000.0, 25868000000.0]","[2717000000.0, 4300000000.0, 3555000000.0, 3870000000.0]","[2.87, 1.97, 3.06, 2.48, 2.68]",3.53,25.756098,20.94051,1.229965156794425,4012000000,[-1],0.5116,"[-8.813817627635254, -7.447771587743733, -2.6823671043226365, 31.942938364001854]",25.556751070628117,75.29,"[0.8721868839043262, 0.7064629099013053, 0.7439263180796287, 0.690339138405133]","[0.03818102612385998, 0.06409109878972158, 0.0524258958855626, 0.059954453206091496]","[0.5568764091002255, 0.8130081300813008, 0.5889662027833003, 0.5366056572379367]","[346109.8901098901, 315604.3956043956, 292098.9010989011, 284263.73626373627]",2.51,3.5119724
300,MNST,Consumer Defensive,57684189184,"[6311050000.0, 5541352000.0, 4598638000.0, 4200819000.0]","[1191624000.0, 1377475000.0, 1409594000.0, 1107835000.0]","[1.23, 1.13, 1.305, 1.33, 1.02]",1.79,44.80488,30.78771,1.4552845528455285,-1,[-1],0.0,"[-12.196037109514265, -17.01234644541621, -8.650800519632117, 59.281031627404076]",-1.0,57.98,[-1],"[0.14368852197096263, 0.17649111109288868, 0.22725431891448844, 0.2150988903282727]","[19.393974903569163, 13.855248996670657, 31.825743379016053, 85.84540875629601]","[1369882.7870631646, 1202811.373996093, 998184.9359670067, 911833.9483394834]",1.47,7.361742
301,MCO,Financial Services,62399172608,"[5468000000.0, 6218000000.0, 5371000000.0, 4829000000.0]","[1374000000.0, 2214000000.0, 1778000000.0, 1422000000.0]","[7.49, 7.47, 11.88, 9.48, 7.51]",11.44,45.400536,29.72465,1.5273698264352469,1476625024,[-1],0.3789,"[13.716166788588149, -13.62174332582824, -10.091230683299198, 14.495753489335266]",42.009429605874,338.05,"[0.18816990869392616, 0.19204389574759945, 0.2955190017016449, 0.690734055354994]","[0.09575580179803471, 0.1508174386920981, 0.14328310097509872, 0.13852898197759375]","[2.6576402321083172, 4.997742663656885, 13.170370370370371, 12.153846153846153]","[373624.8718824735, 424871.8824735224, 366996.9251793645, 329962.4188588999]",2.47,19.84303
302,MS,Financial Services,147302612992,"[50210000000.0, 56414000000.0, 45269000000.0, 38926000000.0]","[11029000000.0, 15034000000.0, 10996000000.0, 9042000000.0]","[5.69, 6.23, 8.16, 6.55, 5.26]",6.77,15.604569,13.115214,1.189806678383128,-1,[-1],0.5448,"[12.35610436168094, -19.755734392172155, -14.011796151892023, 36.649025042388125]",-1.0,89.14,"[2.4586932425280357, 2.3061996756479926, 2.2886589835037974, 2.542336509337944]","[0.009344780809858408, 0.012653391014526907, 0.009854265133143704, 0.01009795304820371]","[0.03273856346899944, 0.04022012183213704, 0.03034802528082135, 0.032932452415119357]","[612272.2727605298, 687925.2737604566, 552020.5838597176, 474672.5849328098]",3.68,1.610703
303,MOS,Basic Materials,13696175104,"[19125200000.0, 12357400000.0, 8681700000.0, 8906300000.0]","[3582800000.0, 1630600000.0, 666100000.0, -1067400000.0]","[8.15, 10.17, 4.31, 1.76, -2.78]",3.65,5.060123,11.298631,0.4478527607361963,1445512448,[-1],0.1094,"[-35.38681948424069, -29.744930163302964, 2.5870509232062844, 88.94602229882219]",9.3738707628203,40.8,"[0.3004745076568281, 0.4037683537499646, 0.4778111758198176, 0.5023460889445321]","[0.15320277088856582, 0.07399575248225664, 0.033658753499277404, -0.05530999818638754]","[4.044248786544757, 2.3570396068227812, 0.9896003565592036, -1.3978522786799372]","[1409373.618275608, 910641.1201179072, 639771.5549005158, 656322.7708179809]",-0.32,1.1045048
304,MSI,Technology,46767882240,"[9112000000.0, 8171000000.0, 7414000000.0, 7887000000.0]","[1363000000.0, 1245000000.0, 949000000.0, 868000000.0]","[8.01, 8.14, 7.36, 5.58, 5.21]",12.42,34.812733,22.45169,1.550561797752809,1384749952,[-1],0.4175,"[-10.327041264266901, -9.264471912862563, 6.379821958456973, 22.40395100798783]",34.846620285941704,287.71,"[55.456896551724135, -150.15, -9.994623655913978, -8.037142857142857]","[0.10636803496176057, 0.10214127492000985, 0.08725634424420743, 0.08156361586168014]","[9.272108843537415, 5.956937799043062, 6.006329113924051, 5.459119496855346]","[455600.0, 408550.0, 370700.0, 394350.0]",2.51,138.24988
305,NDAQ,Financial Services,24268328960,"[6226000000.0, 5886000000.0, 5627000000.0, 4262000000.0]","[1125000000.0, 1187000000.0, 933000000.0, 774000000.0]","[2.23, 2.28, 2.38, 1.89, 1.563333]",2.87,22.174889,17.229965,1.2869955156950674,1384499968,[-1],0.36830002,"[-5.460970125281079, -4.400271831464492, -24.258041585214148, 43.24260760206476]",17.503774550437548,49.38,"[0.9512274426922451, 0.9720093823299453, 0.9218094201772112, 0.6593367618372051]","[0.053910293271995396, 0.05901068854088988, 0.051893876188887036, 0.055587474863544956]",[-1],"[948362.5285605483, 896572.7341964965, 857121.0967250571, 649200.3046458492]",4.72,3.8964622
306,NTAP,Technology,16522883072,"[6362000000.0, 6318000000.0, 5744000000.0, 5412000000.0]","[1274000000.0, 937000000.0, 730000000.0, 819000000.0]","[5.79, 5.87, 4.2, 3.29, 3.56]",6.24,13.433506,12.464744,1.077720207253886,969500032,[-1],0.3454,"[-0.6916064130776486, -9.085153529597974, -5.779944289693593, 17.5535822616408]",17.38012067910896,79.32,"[2.0612597066436584, 3.1455847255369926, 3.8423357664233575, 6.892561983471074]","[0.12976166225300467, 0.09345701176939956, 0.07799145299145299, 0.10888061685721882]",[-1],"[530166.6666666666, 526500.0, 478666.6666666667, 451000.0]",1.76,14.227181
307,NFLX,Communication Services,191863898112,"[31615550000.0, 29697844000.0, 24996056000.0, 20156447000.0]","[4491924000.0, 5116228000.0, 2761395000.0, 1866916000.0]","[8.57, 10.1, 11.55, 6.26, 4.26]",15.37,50.36173,28.080677,1.7934655775962658,17861232640,[-1],0.0,"[-6.065705009085718, -15.832085319055484, -19.36149046873635, 59.38545899483177]",10.72698460479825,431.0,"[0.6908022808049957, 0.9712066465235448, 1.4738923873318608, 1.9465779988465024]","[0.09243637092783322, 0.11475309345727251, 0.07029963753640846, 0.05494854677364819]",[-1],"[2469964.84375, 2320144.0625, 1952816.875, 1574722.421875]",1.5,8.376842
308,NWL,Consumer Defensive,4517831168,"[9459000000.0, 10589000000.0, 9385000000.0, 9714900000.0]","[197000000.0, 572000000.0, -770000000.0, 106600000.0]","[-0.32, 0.47, 1.46, -1.82, 0.25]",1.11,-1.0,9.828829,-3.4687500000000004,301875008,[-1],-1.0,"[11.946294534305952, -11.370289923505524, 3.5151838039424614, -12.032034586048235]",14.815005818567135,10.8,"[1.6734867860187552, 1.3165485211439745, 1.5691791430046464, 1.2622851731710758]","[0.01485447142210828, 0.04034134988363072, -0.05238095238095238, 0.006814985295997954]",[-1],"[337821.4285714286, 378178.5714285714, 335178.5714285714, 346960.71428571426]",-1.37,1.3632387
309,NEM,Basic Materials,32480696320,"[11915000000.0, 12222000000.0, 11497000000.0, 9740000000.0]","[-429000000.0, 1166000000.0, 2829000000.0, 2805000000.0]","[-0.7, -0.54, 1.46, 3.52, 3.82]",3.37,-1.0,12.127597,-4.814285714285715,469624992,[-1],-1.0,"[2.5765841376416283, -5.931926035018818, -15.282247542837263, 14.94866792607803]",68.4352888176786,40.44,"[0.31683372946161, 0.286168377077468, 0.2912899860917942, 0.319047619047619]","[-0.011148069227171145, 0.028744699733754066, 0.06838453914767097, 0.07017061089708311]","[-0.13087248322147652, 0.3595436324390996, 0.8848920863309353, 0.8768365114098156]","[816095.8904109589, 837123.2876712328, 787465.7534246575, 667123.2876712328]",-1.0,1.6858474
310,NWSA,Communication Services,11418614784,"[10385000000.0, 9358000000.0, 9008000000.0]","[623000000.0, 330000000.0, -1269000000.0]","[0.46, 1.06, 0.56, -2.16]",0.8,43.21739,24.849998,1.7391304347826086,490500000,[-1],0.4348,"[-9.889263360616274, -3.7401154092754867, 12.344576909413854]",15.25967954201835,19.71,"[0.48844563366577476, 0.4176105224698575, 0.31719862833025586]","[0.03617676093142094, 0.01967682308747242, -0.08898394222004068]","[1.276639344262295, 0.9401709401709402, -4.2727272727272725]","[407254.90196078434, 366980.39215686277, 353254.90196078434]",-19.26,1.4142419
311,NWS,Communication Services,11498164224,"[10385000000.0, 9358000000.0, 9008000000.0]","[623000000.0, 330000000.0, -1269000000.0]","[0.46, 1.06, 0.56, -2.16]",-1.0,44.130432,-1.0,-1.0,490500000,[-1],0.4348,"[-9.889263360616274, -3.7401154092754867, 12.344576909413854]",7.8806318019979615,20.14,"[0.48844563366577476, 0.4176105224698575, 0.31719862833025586]","[0.03617676093142094, 0.01967682308747242, -0.08898394222004068]","[1.276639344262295, 0.9401709401709402, -4.2727272727272725]","[407254.90196078434, 366980.39215686277, 353254.90196078434]",-1.0,1.4441203
312,NEE,Utilities,139959959552,"[20956000000.0, 17069000000.0, 17997000000.0, 19204000000.0]","[4147000000.0, 3573000000.0, 2919000000.0, 3769000000.0]","[4.05, 2.1, 1.82, 1.489286, 1.926892]",3.41,17.079012,20.284456,0.8419753086419753,-15973250048,[-1],0.4407,"[-18.548387096774192, 5.436756693420822, 6.70667333444463, 40.32493097271402]",-8.879955163599277,70.1,"[1.6560707639756302, 1.4737648513520778, 1.3170925423821653, 1.1507363869747331]","[0.026092427722024726, 0.02535625070966277, 0.022861125904576923, 0.03202453883474522]","[0.29457309276885923, 0.23692062860553015, 0.216110165099578, 0.2616089400985632]","[1369673.202614379, 1115620.9150326797, 1176274.5098039217, 1255163.3986928104]",2.55,3.1250563
313,NKE,Consumer Cyclical,167239876608,"[51217000000.0, 46710000000.0, 44538000000.0, 37403000000.0]","[5070000000.0, 6046000000.0, 5727000000.0, 2539000000.0]","[3.23, 3.27, 3.83, 3.64, 1.63]",4.02,33.687305,27.067163,1.2445820433436532,3873999872,[-1],0.4102,"[-8.799812562235196, -4.649967886962107, -16.020027841393865, 36.93286206988744]",34.55195154476247,108.64,"[0.8671808054841473, 0.8263202669982331, 1.0036030390851414, 1.6157666045934203]","[0.13508832698302736, 0.14994667790977406, 0.15174880763116058, 0.0810095080084232]",[-1],"[611911.5890083632, 558064.5161290322, 532114.6953405018, 446869.7729988053]",2.31,11.902209
314,NI,Utilities,10950300672,"[5850600000.0, 4899600000.0, 4681700000.0, 5208900000.0]","[804100000.0, 584900000.0, -17600000.0, 383100000.0]","[1.47, 1.84, 1.35, -0.19, 0.88]",1.68,18.034014,15.779762,1.1428571428571428,-882974976,[-1],0.6497,"[-16.25474310327146, -4.44730182055678, 11.260866779161416, 12.309705004895468]",-12.607433243498852,26.95,"[1.539549066715949, 1.4108358642926029, 1.694325649316783, 1.61070372659395]","[0.030074878630790752, 0.024212543828057407, -0.000798529978902475, 0.016906592291194098]","[3.5865298840321143, 2.2522140931844437, -0.06984126984126984, 1.6642050390964378]","[822059.8566811859, 688436.1388225376, 657819.305887312, 731895.4615708867]",2.56,1.8020529
